0	522,497,221	522,497,497,522	497,522,522,497	522,221,522,221	522,497,497,522	221,522,497,522	497,522,497,522	497,522,497,522	522,497,522,497	221,497,522,497	522,497,497,522
1	688,102,622	688,622,688,102	102,622,102,622	688,102,688,102	102,622,102,622	102,622,102,622	102,622,102,622	688,622,622,102	622,102,102,622	688,102,688,102	102,622,102,622
2	915,521,132	521,915,915,521	521,915,521,132	521,132,132,915	915,132,521,132	915,132,132,521	521,915,521,132	521,132,521,132	915,521,915,132	915,132,132,915	915,521,915,132
3	871,146,786	871,146,871,146	146,786,146,786	146,786,786,146	146,786,146,786	146,786,871,146	146,786,146,786	871,146,786,146	871,786,146,786	871,146,871,146	786,146,786,146
4	175,229,844	175,229,175,229	229,844,229,175	175,229,844,229	175,229,175,229	175,229,175,229	175,229,175,229	844,229,844,175	175,229,175,229	175,229,229,844	175,229,175,229
5	868,174,251	868,251,868,174	868,251,251,868	251,174,251,174	868,251,251,868	174,251,868,251	868,251,174,251	174,251,251,174	868,251,868,251	868,251,868,251	868,251,251,868
6	283,304,404	283,304,283,304	304,283,404,283	304,404,283,404	283,304,304,404	283,404,404,283	304,304,304,283	404,304,404,304	404,304,304,404	283,304,404,283	304,404,283,304
7	560,198,287	560,287,560,198	560,287,287,560	287,560,198,560	560,287,560,198	560,287,560,287	560,287,560,287	198,560,560,198	560,287,287,560	560,287,560,198	560,287,560,287
8	710,477,457	710,477,710,477	477,710,710,457	477,710,710,477	710,457,477,710	477,710,457,710	710,457,457,710	710,457,710,457	710,477,710,477	477,710,710,477	710,457,457,710
9	430,521,282	430,521,430,521	521,282,282,521	521,430,430,521	521,282,521,282	282,521,430,282	521,282,521,282	430,521,430,521	282,521,521,430	430,521,430,521	521,282,521,282
10	542,73,52	542,73,542,73	52,73,73,52	73,52,73,52	542,73,73,542	73,52,542,73	73,52,73,52	52,542,52,73	73,52,542,52	542,52,542,52	52,73,52,73
11	155,114,474	155,155,155,114	114,474,474,114	474,155,155,474	114,474,114,474	155,474,155,474	114,474,114,474	114,474,114,474	155,114,155,474	155,114,155,474	474,114,474,114
12	139,130,827	139,130,827,139	130,139,139,130	827,130,130,139	130,827,139,130	139,827,130,827	139,139,139,130	130,827,827,130	827,130,130,827	139,827,130,827	139,827,130,827
13	697,466,551	697,466,697,466	697,551,551,697	697,551,697,551	551,697,697,551	697,551,466,551	551,697,551,697	551,466,551,697	697,551,697,551	697,551,466,697	697,551,697,551
14	377,350,940	377,940,377,350	377,940,940,377	377,940,377,940	940,350,940,350	940,350,350,940	350,940,350,940	940,377,940,350	377,940,377,350	350,377,350,377	940,377,940,377
15	214,716,243	716,243,214,716	716,243,243,716	716,214,716,214	716,214,214,716	214,716,214,716	214,214,243,214	214,716,243,214	214,716,214,716	214,716,716,243	716,214,214,716
16	248,762,411	248,762,248,411	762,411,762,411	411,762,411,411	411,762,248,248	248,411,411,248	762,411,762,411	248,762,762,248	762,411,762,248	762,248,248,762	411,762,411,762
17	336,791,557	336,557,336,791	557,791,791,557	791,557,791,557	791,557,791,557	336,791,336,791	791,557,336,791	557,791,791,557	791,557,791,557	336,557,336,791	791,557,791,557
18	880,410,176	410,880,880,410	410,176,176,410	880,410,880,410	410,176,410,880	410,880,410,880	410,176,880,176	176,410,176,880	410,176,176,410	410,880,880,176	410,176,410,176
19	471,742,681	471,742,471,742	471,681,681,471	471,742,471,742	681,471,681,471	742,681,471,681	471,681,681,742	742,471,681,471	471,681,742,681	471,742,471,742	471,681,471,681
20	224,337,781	224,337,224,337	337,224,224,781	337,224,337,224	224,781,224,781	224,781,224,781	224,337,337,224	224,337,781,224	224,781,224,781	224,781,337,781	224,337,224,337
21	933,679,476	933,679,933,679	679,476,679,476	933,679,933,679	476,679,679,476	679,933,679,476	679,476,679,476	679,933,933,679	679,476,933,476	933,476,933,679	679,476,476,679
22	863,933,418	863,933,933,863	863,418,418,863	418,933,863,863	863,418,418,863	863,418,863,933	863,418,418,863	418,863,418,933	863,933,863,418	418,933,933,418	863,418,863,418
23	861,900,467	861,900,900,861	467,467,467,861	861,900,861,900	861,900,861,900	900,861,861,900	900,861,900,861	467,861,467,900	861,900,861,900	900,467,467,900	861,467,861,467
24	759,94,250	759,94,759,94	759,250,759,250	759,250,759,250	759,250,250,759	759,250,759,250	759,250,759,250	250,759,759,250	759,250,759,250	759,250,759,250	759,250,250,759
25	158,574,251	158,574,574,158	574,158,158,251	158,574,158,574	158,574,158,574	158,574,158,574	158,574,574,158	158,251,574,158	158,574,158,574	574,158,574,251	158,251,158,251
26	106,246,389	246,106,106,389	106,389,106,389	106,389,106,389	389,106,389,106	106,246,106,246	106,389,106,389	106,389,389,106	106,389,106,389	106,246,106,246	106,389,106,389
27	886,334,187	334,187,886,334	334,187,886,187	886,187,886,334	886,187,886,334	886,334,886,334	886,334,334,886	334,886,187,334	886,187,886,187	187,886,886,334	886,187,187,886
28	467,322,856	467,856,322,467	856,322,322,467	467,856,322,856	322,856,322,856	856,322,467,856	322,856,322,856	467,856,467,856	467,856,856,467	467,856,322,467	322,856,856,322
29	93,779,778	93,778,93,779	93,778,93,778	778,93,778,93	778,779,778,779	93,779,778,93	93,778,93,778	93,778,93,779	93,778,93,778	93,779,93,779	93,778,93,778
30	449,220,803	449,220,449,220	220,803,220,803	803,220,803,449	803,220,803,220	220,449,220,803	220,803,220,803	449,220,220,449	220,803,220,803	449,803,803,449	803,220,220,803
31	28,467,160	28,467,467,28	467,28,28,160	160,28,28,160	28,160,160,467	467,160,467,160	467,160,28,160	160,28,28,467	28,160,467,160	28,160,28,467	28,160,28,467
32	227,437,916	227,437,227,437	227,437,227,437	437,437,227,916	227,437,227,437	227,437,227,437	437,916,437,227	227,916,437,227	227,437,227,437	437,227,227,916	227,437,227,437
33	553,524,138	524,553,553,524	553,138,553,138	138,553,138,553	553,138,138,553	138,553,553,524	553,138,553,138	553,138,138,553	553,553,553,138	553,524,553,524	553,138,553,138
34	5,738,778	5,738,5,738	5,778,5,778	738,778,5,778	738,778,738,778	738,778,738,778	738,778,738,778	5,738,738,5	778,738,5,778	5,738,5,738	5,778,778,5
35	229,398,48	229,398,229,398	229,48,229,48	398,229,229,48	229,398,229,398	229,48,229,48	229,398,398,229	229,48,229,48	48,229,229,398	229,398,398,48	229,398,229,48
36	862,849,318	862,849,862,849	862,849,849,318	862,862,849,318	849,862,849,862	849,862,849,318	862,849,862,849	849,318,318,849	862,849,318,849	849,318,849,318	849,862,849,862
37	835,524,592	835,592,835,524	524,592,835,592	524,592,524,835	835,524,524,592	524,835,524,592	835,592,592,524	592,524,835,592	592,524,524,835	524,592,524,835	592,524,592,524
38	828,81,381	828,81,828,81	81,828,81,828	828,81,828,81	828,81,828,81	828,81,81,828	828,81,828,81	81,381,81,828	828,81,828,81	828,81,828,81	81,828,828,81
39	666,189,30	666,189,666,189	189,666,30,666	666,30,30,189	666,189,189,666	666,189,666,30	666,30,189,666	189,30,30,666	666,189,666,189	30,189,666,189	666,189,189,666
40	678,212,112	678,212,678,212	212,112,212,112	112,212,212,112	112,212,212,112	112,112,678,212	212,112,212,112	212,112,678,212	212,112,212,112	678,212,212,678	112,212,212,112
41	426,292,484	292,484,292,426	426,292,426,484	292,484,484,292	292,426,426,484	426,484,426,484	292,484,484,292	484,292,292,484	484,292,292,484	426,292,426,292	426,292,484,292
42	912,548,57	548,912,912,548	912,57,912,57	912,57,57,912	912,57,912,57	57,912,57,912	912,57,912,57	912,57,912,57	912,57,912,57	912,57,57,912	912,57,912,57
43	514,949,75	514,75,514,949	514,75,514,75	949,75,75,949	514,75,514,75	514,75,949,514	514,75,514,949	75,949,949,75	514,75,514,75	514,75,514,75	514,75,949,514
44	763,433,412	763,433,763,433	412,433,412,763	412,412,433,763	412,433,763,412	433,763,433,412	763,412,412,433	763,412,433,412	433,412,433,412	763,433,763,433	433,412,763,412
45	619,697,617	619,697,619,697	697,619,619,617	617,619,619,697	619,697,617,619	619,697,619,697	619,617,619,697	619,697,619,617	619,697,619,617	617,619,619,617	619,697,619,697
46	12,321,155	12,321,321,12	321,12,12,321	155,12,321,12	321,12,321,12	12,321,12,321	321,12,12,321	321,155,155,321	12,321,12,321	12,155,12,155	12,321,12,321
47	764,28,884	764,28,28,764	884,28,28,884	28,764,28,884	28,884,764,884	28,764,28,884	28,884,28,884	28,764,28,884	764,884,884,28	764,884,28,884	28,884,28,884
48	175,351,595	175,595,175,351	351,595,351,595	351,175,351,595	351,595,351,595	595,351,175,595	351,595,595,351	351,175,175,595	351,595,175,351	175,351,351,595	351,595,595,351
49	164,673,31	164,673,164,673	31,673,673,164	673,31,673,31	31,164,31,673	31,673,31,673	164,31,164,673	673,164,31,673	673,31,673,31	673,31,673,164	164,31,31,164
50	710,180,654	710,180,180,710	180,710,710,180	180,180,710,180	710,180,180,710	180,654,180,654	710,180,180,710	710,180,710,654	710,180,710,180	710,654,710,654	180,710,180,710
51	124,542,447	124,447,542,124	542,124,447,124	542,542,124,447	124,447,124,447	124,542,542,124	124,447,542,124	542,447,447,542	124,447,124,447	124,447,124,447	124,542,542,447
52	229,118,175	229,175,229,175	229,175,229,175	229,118,175,118	229,175,229,175	118,229,229,175	229,175,229,175	229,175,229,118	229,175,229,175	118,229,229,118	175,229,229,175
53	863,581,588	863,588,863,588	863,588,863,581	863,581,581,863	863,588,863,588	581,863,863,588	588,863,863,588	581,863,863,588	588,863,863,588	581,863,863,581	588,581,588,581
54	264,648,623	264,623,264,648	648,623,264,648	648,623,623,264	648,623,648,623	264,623,264,623	648,623,264,623	623,264,264,623	264,623,264,623	264,623,264,648	623,648,264,623
55	92,126,896	92,126,92,896	126,896,92,126	92,126,92,896	92,126,92,126	92,896,126,896	92,126,896,126	92,126,896,126	92,896,126,92	92,896,126,896	92,126,126,92
56	615,361,772	615,361,615,361	361,615,615,772	615,361,361,615	361,615,361,772	361,772,361,615	361,772,361,772	615,361,615,361	615,361,615,361	615,361,615,361	361,772,361,772
57	744,78,884	744,884,78,744	884,744,744,884	744,884,744,884	744,884,744,884	744,884,78,884	744,884,744,884	744,884,744,78	78,884,78,884	744,884,744,884	884,78,884,744
58	757,297,503	757,297,757,297	757,297,757,503	503,757,503,757	757,503,757,503	297,757,503,297	297,757,757,297	503,297,503,757	757,297,503,757	757,503,757,503	757,503,757,503
59	495,927,618	495,927,927,495	927,495,618,495	495,927,927,495	927,495,495,927	495,927,495,927	495,618,495,927	495,618,927,495	495,618,495,618	495,618,927,618	618,927,927,618
60	508,334,893	508,334,334,508	334,893,508,893	893,334,334,893	508,893,893,508	334,893,334,893	334,334,508,893	508,334,893,508	508,893,508,893	508,893,508,334	508,893,508,893
61	506,742,889	506,889,506,889	506,889,506,889	742,506,506,889	506,889,889,506	506,742,742,506	506,889,506,889	506,889,889,742	506,889,506,889	506,742,506,742	506,889,506,889
62	430,80,218	430,80,430,80	80,218,80,218	430,218,430,80	80,218,218,80	80,218,80,218	80,218,80,218	430,218,430,80	218,80,80,218	80,430,430,218	218,80,218,80
63	320,648,130	320,648,320,648	648,130,648,130	648,130,648,130	130,648,320,130	130,648,648,320	648,130,648,130	130,648,130,648	130,648,648,130	320,130,130,320	320,130,130,648
64	36,843,869	36,869,36,843	869,36,869,36	843,869,869,843	36,869,36,869	869,36,36,869	869,36,869,843	36,869,869,843	36,869,36,869	843,869,843,869	36,869,36,869
65	483,666,848	483,848,483,666	848,483,666,483	848,666,666,848	666,848,848,666	483,483,666,848	666,848,666,848	666,848,848,666	666,848,666,848	483,666,483,666	666,848,848,666
66	364,729,757	364,364,364,729	364,757,729,757	364,757,729,757	729,729,364,757	364,757,757,364	729,757,364,729	364,757,757,729	364,757,729,757	364,757,729,757	364,757,729,757
67	785,662,302	785,302,785,662	662,302,302,785	302,662,662,302	302,662,302,662	662,302,662,302	662,302,662,302	662,302,302,662	662,302,785,302	785,662,662,785	302,785,662,302
68	616,676,718	676,616,616,676	718,616,676,616	616,718,616,676	616,676,616,676	676,718,676,616	616,676,616,676	676,616,676,718	616,676,616,676	718,676,718,616	676,616,676,616
69	352,106,743	352,743,352,106	106,352,352,743	352,743,743,352	106,352,352,743	106,352,106,743	106,743,106,743	352,106,106,352	352,743,352,743	352,743,352,743	743,352,352,743
70	484,82,250	484,250,484,250	82,484,484,82	484,82,484,82	484,82,484,250	250,82,82,250	484,82,82,484	484,250,250,82	82,250,250,82	484,250,484,82	484,82,82,484
71	906,33,418	906,33,906,33	33,418,33,906	906,33,418,418	906,33,906,33	906,906,33,906	906,33,906,33	33,418,33,418	906,33,906,33	418,33,33,418	33,906,906,33
72	449,57,649	449,649,449,57	57,649,57,649	449,57,649,449	57,649,57,649	449,649,57,449	57,649,57,649	57,649,649,57	57,649,57,649	57,649,57,649	649,57,649,57
73	820,767,549	820,767,767,820	767,820,820,767	820,767,767,820	820,767,767,820	767,549,820,549	767,820,820,767	549,767,549,767	820,767,767,549	767,549,767,549	820,767,767,820
74	264,44,93	264,93,264,44	93,264,264,93	93,264,264,93	264,44,44,93	264,93,264,93	264,93,264,93	264,44,264,93	264,93,44,93	44,93,264,44	264,93,93,264
75	490,383,73	490,383,383,490	383,73,490,383	73,490,490,73	490,73,73,383	490,73,490,383	490,383,73,490	490,73,73,490	490,73,490,73	490,383,490,383	490,383,73,490
76	524,874,272	524,874,874,524	874,524,874,272	874,272,272,524	524,874,524,874	874,524,524,874	524,272,524,272	524,272,524,272	524,272,524,272	524,874,524,272	874,524,874,524
77	466,595,646	466,646,466,595	595,646,595,646	595,646,646,466	646,595,646,595	595,646,595,646	466,646,595,646	466,595,595,466	595,646,595,646	466,595,595,466	595,646,595,646
78	143,246,800	143,800,143,800	143,800,143,800	246,800,143,246	143,800,143,800	143,246,143,800	143,800,143,800	143,800,143,800	143,800,143,800	143,800,143,246	143,800,800,143
79	217,415,296	217,296,217,415	217,296,296,217	217,296,217,296	217,296,296,217	296,415,415,296	217,296,217,296	217,296,296,217	217,296,217,296	217,296,217,296	296,217,217,296
80	487,779,756	487,756,487,779	487,756,487,756	487,756,487,756	779,756,487,756	487,756,779,487	779,756,487,756	487,756,779,487	779,487,487,779	756,487,487,779	487,756,487,756
81	709,374,624	709,374,709,374	624,709,709,374	709,374,709,624	709,374,709,374	709,374,709,624	374,709,709,374	374,624,709,624	709,374,624,374	374,624,709,374	624,374,374,624
82	813,593,334	813,334,813,593	593,813,813,813	593,334,593,334	334,593,593,334	813,334,813,593	334,593,334,593	334,593,334,593	813,593,334,593	813,334,813,593	334,593,593,334
83	740,464,415	740,464,740,464	464,740,740,464	464,740,464,740	740,464,740,464	464,740,464,740	464,740,464,740	464,415,464,415	740,464,740,464	740,464,740,415	740,464,740,464
84	240,587,451	240,587,240,587	587,240,587,240	240,587,451,240	240,451,240,451	240,587,587,240	587,240,240,587	240,587,240,451	587,451,240,451	240,451,240,587	240,587,240,587
85	372,231,385	372,385,231,372	231,231,372,385	372,385,372,385	372,385,372,385	372,385,372,385	372,385,372,385	231,372,372,385	372,385,372,385	372,385,372,385	372,385,385,372
86	243,776,232	243,232,243,232	243,232,243,232	243,232,232,232	243,232,232,243	243,232,776,243	776,232,776,232	243,232,232,243	243,232,243,232	243,232,232,243	243,232,232,243
87	41,69,497	41,69,41,69	69,497,69,497	69,41,497,41	69,497,497,69	41,497,69,41	69,497,69,41	497,41,497,69	497,69,41,69	41,497,41,497	497,69,69,41
88	422,102,915	422,915,422,915	102,422,915,102	102,915,102,915	422,102,422,102	102,915,422,102	102,915,422,915	102,915,102,422	422,915,102,915	422,915,422,915	102,422,915,102
89	166,373,791	373,791,166,373	166,791,166,791	373,791,166,791	166,791,166,791	373,791,166,791	373,791,373,791	373,791,166,791	166,791,166,791	166,373,166,373	166,791,166,791
90	567,250,574	567,250,567,250	574,250,574,250	574,250,250,574	250,574,574,250	250,574,250,574	250,574,250,574	250,574,574,567	574,250,250,574	250,574,250,567	250,567,250,574
91	689,143,628	689,628,689,628	143,689,143,689	143,628,689,143	689,628,628,689	628,143,143,689	689,628,143,628	689,143,143,628	628,143,143,628	143,689,689,143	143,628,628,143
92	624,657,712	657,712,624,657	657,624,624,657	657,712,657,624	657,624,624,657	657,712,624,657	624,657,657,624	624,657,712,657	624,657,624,657	624,657,657,624	624,657,624,657
93	787,80,127	80,787,80,787	787,127,127,787	787,127,787,127	787,127,787,80	787,127,80,787	787,127,127,787	787,127,787,127	787,127,787,127	787,127,787,127	787,127,787,80
94	15,41,161	15,41,161,15	161,41,41,161	161,41,41,15	41,161,41,161	161,41,161,41	41,161,41,161	15,41,41,15	161,41,41,161	15,41,15,41	41,161,41,161
95	722,718,362	722,718,722,718	362,718,718,722	718,722,718,722	722,718,722,718	362,718,718,722	718,722,722,718	718,722,722,718	722,718,722,718	722,718,362,718	722,718,722,718
96	766,58,380	766,58,766,58	380,58,58,380	58,380,766,380	380,766,380,766	766,380,766,380	766,380,58,380	58,766,58,380	766,380,58,380	766,380,766,380	766,380,58,380
97	179,467,424	179,467,467,179	467,179,467,179	467,179,179,467	179,467,467,179	467,179,179,467	467,179,467,179	467,424,467,424	179,467,467,424	179,424,179,424	467,179,179,424
98	915,325,557	915,325,915,325	325,557,557,915	915,325,325,557	915,325,557,915	915,325,557,325	557,915,557,915	915,557,557,325	557,915,915,557	915,557,915,557	557,915,915,325
99	186,216,163	186,216,186,216	216,186,216,186	186,163,186,163	216,186,216,186	186,163,186,216	216,163,186,163	186,163,186,163	216,186,186,163	186,163,163,186	216,186,186,216
